"","Species","decimalLatitude","decimalLongitude","year","month","basisOfRecord"
"1","Elk",37.351949,-107.062021,2022,1,"HUMAN_OBSERVATION"
"2","Elk",40.375801,-105.509082,2022,1,"HUMAN_OBSERVATION"
"3","Elk",37.323569,-107.033815,2022,1,"HUMAN_OBSERVATION"
"4","Elk",40.305887,-105.102889,2022,1,"HUMAN_OBSERVATION"
"5","Elk",37.256572,-107.035972,2022,1,"HUMAN_OBSERVATION"
"6","Elk",39.711195,-105.298325,2022,1,"HUMAN_OBSERVATION"
"7","Elk",39.072501,-105.963093,2022,1,"HUMAN_OBSERVATION"
"8","Elk",40.381608,-105.125813,2022,1,"HUMAN_OBSERVATION"
"9","Elk",37.290521,-107.01701,2022,1,"HUMAN_OBSERVATION"
"10","Elk",37.310666,-107.106645,2022,1,"HUMAN_OBSERVATION"
"11","Elk",37.262758,-107.17309,2022,1,"HUMAN_OBSERVATION"
"12","Elk",37.333464,-107.120842,2022,1,"HUMAN_OBSERVATION"
"13","Elk",37.207541,-107.1214,2022,1,"HUMAN_OBSERVATION"
"14","Elk",40.377948,-105.512995,2022,1,"HUMAN_OBSERVATION"
"15","Elk",37.343027,-107.084275,2022,1,"HUMAN_OBSERVATION"
"16","Elk",38.477062,-107.129475,2022,1,"HUMAN_OBSERVATION"
"17","Elk",37.361463,-107.161515,2022,1,"HUMAN_OBSERVATION"
"18","Elk",37.376996,-107.095952,2022,2,"HUMAN_OBSERVATION"
"19","Elk",39.954008,-105.342227,2022,2,"HUMAN_OBSERVATION"
"20","Elk",39.962216,-105.339926,2022,2,"HUMAN_OBSERVATION"
"21","Elk",39.79322,-105.352783,2022,2,"HUMAN_OBSERVATION"
"22","Elk",39.963866,-105.339587,2022,2,"HUMAN_OBSERVATION"
"23","Elk",39.961354,-105.339877,2022,2,"HUMAN_OBSERVATION"
"24","Elk",39.952545,-105.33975,2022,2,"HUMAN_OBSERVATION"
"25","Elk",39.953393,-105.340928,2022,2,"HUMAN_OBSERVATION"
"26","Elk",39.963011,-105.339501,2022,2,"HUMAN_OBSERVATION"
"27","Elk",39.95389,-105.340829,2022,2,"HUMAN_OBSERVATION"
"28","Elk",39.952712,-105.965269,2022,2,"HUMAN_OBSERVATION"
"29","Elk",39.735954,-105.214902,2022,2,"HUMAN_OBSERVATION"
"30","Elk",37.256511,-107.037378,2022,2,"HUMAN_OBSERVATION"
"31","Elk",37.314988,-107.151241,2022,2,"HUMAN_OBSERVATION"
"32","Elk",37.205278,-107.14284,2022,2,"HUMAN_OBSERVATION"
"33","Elk",39.604225,-106.516515,2022,2,"HUMAN_OBSERVATION"
"34","Elk",40.378462,-105.538055,2022,2,"HUMAN_OBSERVATION"
"35","Elk",37.244865,-107.083795,2022,2,"HUMAN_OBSERVATION"
"36","Elk",37.200972,-107.096466,2022,2,"HUMAN_OBSERVATION"
"37","Elk",40.515803,-105.250971,2022,3,"HUMAN_OBSERVATION"
"38","Elk",40.344451,-105.68573,2022,3,"HUMAN_OBSERVATION"
"39","Elk",39.645696,-106.830149,2022,3,"HUMAN_OBSERVATION"
"40","Elk",40.376083,-105.486022,2022,3,"HUMAN_OBSERVATION"
"41","Elk",38.053517,-106.178437,2022,3,"HUMAN_OBSERVATION"
"42","Elk",40.376033,-105.48568,2022,3,"HUMAN_OBSERVATION"
"43","Elk",40.377201,-105.521665,2022,3,"HUMAN_OBSERVATION"
"44","Elk",39.411472,-105.072647,2022,3,"HUMAN_OBSERVATION"
"45","Elk",39.411962,-105.072852,2022,3,"HUMAN_OBSERVATION"
"46","Elk",37.583735,-104.952502,2022,3,"HUMAN_OBSERVATION"
"47","Elk",37.583435,-104.952395,2022,3,"HUMAN_OBSERVATION"
"48","Elk",37.265246,-107.026138,2022,3,"HUMAN_OBSERVATION"
"49","Elk",39.749834,-105.272592,2022,3,"HUMAN_OBSERVATION"
"50","Elk",37.245915,-107.127569,2022,3,"HUMAN_OBSERVATION"
"51","Elk",37.261365,-107.11603,2022,3,"HUMAN_OBSERVATION"
"52","Elk",38.29773,-107.77273,2022,3,"HUMAN_OBSERVATION"
"53","Elk",37.247628,-107.029576,2022,3,"HUMAN_OBSERVATION"
"54","Elk",37.237682,-107.014839,2022,3,"HUMAN_OBSERVATION"
"55","Elk",39.203247,-105.988533,2022,4,"HUMAN_OBSERVATION"
"56","Elk",37.85093,-105.311058,2022,4,"HUMAN_OBSERVATION"
"57","Elk",37.973701,-105.209406,2022,4,"HUMAN_OBSERVATION"
"58","Elk",40.369219,-105.5317,2022,4,"HUMAN_OBSERVATION"
"59","Elk",37.392222,-105.37,2022,4,"HUMAN_OBSERVATION"
"60","Elk",40.373994,-105.494274,2022,4,"HUMAN_OBSERVATION"
"61","Elk",40.380542,-105.599961,2022,4,"HUMAN_OBSERVATION"
"62","Elk",40.387016,-105.521172,2022,4,"HUMAN_OBSERVATION"
"63","Elk",40.368266,-105.538147,2022,4,"HUMAN_OBSERVATION"
"64","Elk",40.373073,-105.505093,2022,4,"HUMAN_OBSERVATION"
"65","Elk",40.44867,-105.203613,2022,4,"HUMAN_OBSERVATION"
"66","Elk",40.369716,-105.532616,2022,4,"HUMAN_OBSERVATION"
"67","Elk",40.366668,-105.575614,2022,4,"HUMAN_OBSERVATION"
"68","Elk",40.394812,-105.616008,2022,4,"HUMAN_OBSERVATION"
"69","Elk",40.423088,-105.162266,2022,4,"HUMAN_OBSERVATION"
"70","Elk",40.898682,-106.257171,2022,4,"HUMAN_OBSERVATION"
"71","Elk",40.373001,-105.524021,2022,4,"HUMAN_OBSERVATION"
"72","Elk",37.005147,-102.136548,2022,4,"HUMAN_OBSERVATION"
"73","Elk",40.361692,-105.703175,2022,4,"HUMAN_OBSERVATION"
"74","Elk",37.915892,-104.934804,2022,4,"HUMAN_OBSERVATION"
"75","Elk",39.59553,-105.250892,2022,5,"HUMAN_OBSERVATION"
"76","Elk",39.639296,-105.316869,2022,5,"HUMAN_OBSERVATION"
"77","Elk",37.155969,-106.426697,2022,5,"HUMAN_OBSERVATION"
"78","Elk",37.806377,-105.242066,2022,5,"HUMAN_OBSERVATION"
"79","Elk",40.233003,-105.174706,2022,5,"HUMAN_OBSERVATION"
"80","Elk",40.340583,-105.530214,2022,5,"HUMAN_OBSERVATION"
"81","Elk",39.129836,-104.812303,2022,5,"HUMAN_OBSERVATION"
"82","Elk",39.636967,-105.261538,2022,5,"HUMAN_OBSERVATION"
"83","Elk",40.34943,-105.577055,2022,5,"HUMAN_OBSERVATION"
"84","Elk",37.031267,-102.921506,2022,5,"HUMAN_OBSERVATION"
"85","Elk",40.386825,-105.609499,2022,5,"HUMAN_OBSERVATION"
"86","Elk",37.925674,-107.159433,2022,5,"HUMAN_OBSERVATION"
"87","Elk",40.394945,-105.616172,2022,5,"HUMAN_OBSERVATION"
"88","Elk",40.375093,-105.592458,2022,5,"HUMAN_OBSERVATION"
"89","Elk",40.365198,-105.582155,2022,5,"HUMAN_OBSERVATION"
"90","Elk",40.371403,-105.549622,2022,5,"HUMAN_OBSERVATION"
"91","Elk",40.3765,-105.542891,2022,5,"HUMAN_OBSERVATION"
"92","Elk",40.385773,-105.557144,2022,5,"HUMAN_OBSERVATION"
"93","Elk",40.389754,-105.462879,2022,5,"HUMAN_OBSERVATION"
"94","Elk",40.36382,-105.5838,2022,5,"HUMAN_OBSERVATION"
"95","Elk",40.371159,-105.599884,2022,5,"HUMAN_OBSERVATION"
"96","Elk",37.357697,-106.467485,2022,5,"HUMAN_OBSERVATION"
"97","Elk",40.36395,-105.545608,2022,5,"HUMAN_OBSERVATION"
"98","Elk",38.72448,-106.085838,2022,5,"HUMAN_OBSERVATION"
"99","Elk",40.359092,-105.589363,2022,5,"HUMAN_OBSERVATION"
"100","Elk",40.346742,-105.579308,2022,5,"HUMAN_OBSERVATION"
"101","Elk",37.552412,-104.958707,2022,5,"HUMAN_OBSERVATION"
"102","Elk",40.369114,-105.570488,2022,5,"HUMAN_OBSERVATION"
"103","Elk",40.372013,-105.606514,2022,5,"HUMAN_OBSERVATION"
"104","Elk",40.358958,-105.597331,2022,5,"HUMAN_OBSERVATION"
"105","Elk",37.178995,-106.444966,2022,5,"HUMAN_OBSERVATION"
"106","Elk",40.656875,-107.242992,2022,5,"HUMAN_OBSERVATION"
"107","Elk",40.370879,-105.61023,2022,5,"HUMAN_OBSERVATION"
"108","Elk",40.369158,-105.569892,2022,5,"HUMAN_OBSERVATION"
"109","Elk",40.366813,-105.57737,2022,5,"HUMAN_OBSERVATION"
"110","Elk",39.141578,-106.001647,2022,5,"HUMAN_OBSERVATION"
"111","Elk",40.36977,-105.614311,2022,5,"HUMAN_OBSERVATION"
"112","Elk",40.400608,-105.626725,2022,5,"HUMAN_OBSERVATION"
"113","Elk",40.368877,-105.617409,2022,5,"HUMAN_OBSERVATION"
"114","Elk",40.372906,-105.614845,2022,5,"HUMAN_OBSERVATION"
"115","Elk",40.36862,-105.616476,2022,5,"HUMAN_OBSERVATION"
"116","Elk",40.354667,-105.63433,2022,5,"HUMAN_OBSERVATION"
"117","Elk",40.373196,-105.615784,2022,5,"HUMAN_OBSERVATION"
"118","Elk",40.352633,-105.615669,2022,5,"HUMAN_OBSERVATION"
"119","Elk",40.403774,-105.626717,2022,5,"HUMAN_OBSERVATION"
"120","Elk",39.202374,-106.942606,2022,5,"HUMAN_OBSERVATION"
"121","Elk",40.356228,-105.703648,2022,5,"HUMAN_OBSERVATION"
"122","Elk",40.334888,-105.525833,2022,5,"HUMAN_OBSERVATION"
"123","Elk",37.178985,-106.445126,2022,5,"HUMAN_OBSERVATION"
"124","Elk",39.772644,-105.153641,2022,5,"HUMAN_OBSERVATION"
"125","Elk",37.634797,-105.591063,2022,5,"HUMAN_OBSERVATION"
"126","Elk",40.43195,-105.340592,2022,6,"HUMAN_OBSERVATION"
"127","Elk",40.325958,-105.601745,2022,6,"HUMAN_OBSERVATION"
"128","Elk",40.394386,-105.844597,2022,6,"HUMAN_OBSERVATION"
"129","Elk",39.616537,-105.229963,2022,6,"HUMAN_OBSERVATION"
"130","Elk",40.380079,-105.50082,2022,6,"HUMAN_OBSERVATION"
"131","Elk",40.327133,-105.580276,2022,6,"HUMAN_OBSERVATION"
"132","Elk",40.411826,-105.724095,2022,6,"HUMAN_OBSERVATION"
"133","Elk",40.387663,-105.522791,2022,6,"HUMAN_OBSERVATION"
"134","Elk",40.410256,-105.6367,2022,6,"HUMAN_OBSERVATION"
"135","Elk",40.422435,-105.751527,2022,6,"HUMAN_OBSERVATION"
"136","Elk",39.657493,-105.362767,2022,6,"HUMAN_OBSERVATION"
"137","Elk",40.343031,-105.597253,2022,6,"HUMAN_OBSERVATION"
"138","Elk",40.263019,-105.839119,2022,6,"HUMAN_OBSERVATION"
"139","Elk",40.391402,-105.650506,2022,6,"HUMAN_OBSERVATION"
"140","Elk",40.388473,-105.620307,2022,6,"HUMAN_OBSERVATION"
"141","Elk",40.376678,-105.497889,2022,6,"HUMAN_OBSERVATION"
"142","Elk",40.323555,-105.017844,2022,6,"HUMAN_OBSERVATION"
"143","Elk",40.298106,-105.62041,2022,6,"HUMAN_OBSERVATION"
"144","Elk",40.411963,-105.724091,2022,6,"HUMAN_OBSERVATION"
"145","Elk",40.865338,-105.780347,2022,6,"HUMAN_OBSERVATION"
"146","Elk",40.424022,-105.808589,2022,6,"HUMAN_OBSERVATION"
"147","Elk",40.310144,-105.638494,2022,6,"HUMAN_OBSERVATION"
"148","Elk",40.329778,-105.601822,2022,6,"HUMAN_OBSERVATION"
"149","Elk",40.378845,-105.506517,2022,6,"HUMAN_OBSERVATION"
"150","Elk",40.374256,-105.522611,2022,6,"HUMAN_OBSERVATION"
"151","Elk",40.362865,-105.582993,2022,6,"HUMAN_OBSERVATION"
"152","Elk",40.378167,-105.508592,2022,6,"HUMAN_OBSERVATION"
"153","Elk",40.409271,-105.636669,2022,6,"HUMAN_OBSERVATION"
"154","Elk",40.41029,-105.633888,2022,6,"HUMAN_OBSERVATION"
"155","Elk",39.682697,-105.609493,2022,6,"HUMAN_OBSERVATION"
"156","Elk",40.342793,-105.683639,2022,6,"HUMAN_OBSERVATION"
"157","Elk",40.340192,-105.597335,2022,6,"HUMAN_OBSERVATION"
"158","Elk",40.402827,-105.614855,2022,6,"HUMAN_OBSERVATION"
"159","Elk",40.404823,-105.599037,2022,6,"HUMAN_OBSERVATION"
"160","Elk",39.456025,-106.99727,2022,6,"HUMAN_OBSERVATION"
"161","Elk",40.334342,-105.502429,2022,6,"HUMAN_OBSERVATION"
"162","Elk",40.3384,-105.574372,2022,6,"HUMAN_OBSERVATION"
"163","Elk",40.402843,-105.614496,2022,6,"HUMAN_OBSERVATION"
"164","Elk",40.003104,-105.515345,2022,6,"HUMAN_OBSERVATION"
"165","Elk",40.336579,-105.572717,2022,6,"HUMAN_OBSERVATION"
"166","Elk",40.340795,-105.604845,2022,6,"HUMAN_OBSERVATION"
"167","Elk",40.370505,-105.690895,2022,6,"HUMAN_OBSERVATION"
"168","Elk",40.401093,-105.626945,2022,6,"HUMAN_OBSERVATION"
"169","Elk",40.403786,-105.627807,2022,6,"HUMAN_OBSERVATION"
"170","Elk",40.318606,-105.846025,2022,6,"HUMAN_OBSERVATION"
"171","Elk",40.375581,-105.52168,2022,6,"HUMAN_OBSERVATION"
"172","Elk",40.322225,-105.53157,2022,6,"HUMAN_OBSERVATION"
"173","Elk",40.394325,-105.654353,2022,6,"HUMAN_OBSERVATION"
"174","Elk",40.330919,-105.554125,2022,6,"HUMAN_OBSERVATION"
"175","Elk",40.410392,-105.641288,2022,6,"HUMAN_OBSERVATION"
"176","Elk",39.590094,-105.278013,2022,6,"HUMAN_OBSERVATION"
"177","Elk",40.404122,-105.620111,2022,6,"HUMAN_OBSERVATION"
"178","Elk",40.314788,-105.41577,2022,6,"HUMAN_OBSERVATION"
"179","Elk",39.114019,-106.389403,2022,6,"HUMAN_OBSERVATION"
"180","Elk",37.4796,-108.118,2022,6,"HUMAN_OBSERVATION"
"181","Elk",40.394278,-105.844739,2022,6,"HUMAN_OBSERVATION"
"182","Elk",40.371224,-105.523339,2022,6,"HUMAN_OBSERVATION"
"183","Elk",40.336797,-105.503959,2022,6,"HUMAN_OBSERVATION"
"184","Elk",40.438356,-105.759894,2022,6,"HUMAN_OBSERVATION"
"185","Elk",38.937239,-105.199894,2022,6,"HUMAN_OBSERVATION"
"186","Elk",40.348812,-105.657045,2022,7,"HUMAN_OBSERVATION"
"187","Elk",40.378363,-105.527018,2022,7,"HUMAN_OBSERVATION"
"188","Elk",40.362872,-105.543608,2022,7,"HUMAN_OBSERVATION"
"189","Elk",40.399628,-105.710205,2022,7,"HUMAN_OBSERVATION"
"190","Elk",39.903664,-105.62622,2022,7,"HUMAN_OBSERVATION"
"191","Elk",40.367425,-105.528927,2022,7,"HUMAN_OBSERVATION"
"192","Elk",39.241249,-106.895911,2021,1,"HUMAN_OBSERVATION"
"193","Elk",37.257995,-107.107532,2021,1,"HUMAN_OBSERVATION"
"194","Elk",37.939034,-107.811827,2021,1,"HUMAN_OBSERVATION"
"195","Elk",39.953036,-105.465749,2021,1,"HUMAN_OBSERVATION"
"196","Elk",40.407692,-105.060757,2021,1,"HUMAN_OBSERVATION"
"197","Elk",39.533139,-107.651461,2021,1,"HUMAN_OBSERVATION"
"198","Elk",40.498342,-107.04771,2021,1,"HUMAN_OBSERVATION"
"199","Elk",39.729559,-105.215127,2021,2,"HUMAN_OBSERVATION"
"200","Elk",40.385768,-105.606388,2021,2,"HUMAN_OBSERVATION"
"201","Elk",39.524588,-105.093605,2021,2,"HUMAN_OBSERVATION"
"202","Elk",39.464772,-105.090089,2021,2,"HUMAN_OBSERVATION"
"203","Elk",39.524505,-105.093636,2021,2,"HUMAN_OBSERVATION"
"204","Elk",40.407882,-105.158058,2021,2,"HUMAN_OBSERVATION"
"205","Elk",37.253694,-107.144902,2021,2,"HUMAN_OBSERVATION"
"206","Elk",39.955412,-105.353094,2021,2,"HUMAN_OBSERVATION"
"207","Elk",39.52615,-105.08898,2021,2,"HUMAN_OBSERVATION"
"208","Elk",39.636264,-105.328856,2021,2,"HUMAN_OBSERVATION"
"209","Elk",39.740488,-105.202744,2021,2,"HUMAN_OBSERVATION"
"210","Elk",37.834337,-106.884083,2021,2,"HUMAN_OBSERVATION"
"211","Elk",37.479544,-108.967613,2021,2,"HUMAN_OBSERVATION"
"212","Elk",40.411342,-105.162903,2021,3,"HUMAN_OBSERVATION"
"213","Elk",37.379059,-107.102772,2021,3,"HUMAN_OBSERVATION"
"214","Elk",39.793527,-105.324166,2021,3,"HUMAN_OBSERVATION"
"215","Elk",40.399197,-105.626647,2021,3,"HUMAN_OBSERVATION"
"216","Elk",38.513351,-107.72226,2021,3,"HUMAN_OBSERVATION"
"217","Elk",40.367512,-105.480338,2021,3,"HUMAN_OBSERVATION"
"218","Elk",40.382013,-105.496247,2021,3,"HUMAN_OBSERVATION"
"219","Elk",40.378721,-105.520098,2021,3,"HUMAN_OBSERVATION"
"220","Elk",39.630312,-106.649283,2021,3,"HUMAN_OBSERVATION"
"221","Elk",40.25584,-105.290843,2021,4,"HUMAN_OBSERVATION"
"222","Elk",40.367088,-105.53614,2021,4,"HUMAN_OBSERVATION"
"223","Elk",40.364188,-105.551437,2021,4,"HUMAN_OBSERVATION"
"224","Elk",37.220684,-107.061139,2021,4,"HUMAN_OBSERVATION"
"225","Elk",40.574323,-105.565776,2021,4,"HUMAN_OBSERVATION"
"226","Elk",37.682963,-105.647576,2021,4,"HUMAN_OBSERVATION"
"227","Elk",38.254447,-104.609141,2021,4,"HUMAN_OBSERVATION"
"228","Elk",40.37358,-105.49208,2021,4,"HUMAN_OBSERVATION"
"229","Elk",40.116585,-105.183203,2021,4,"HUMAN_OBSERVATION"
"230","Elk",38.017175,-104.906372,2021,4,"HUMAN_OBSERVATION"
"231","Elk",39.550051,-105.782067,2021,4,"HUMAN_OBSERVATION"
"232","Elk",39.945235,-105.394181,2021,4,"HUMAN_OBSERVATION"
"233","Elk",40.266491,-105.288246,2021,4,"HUMAN_OBSERVATION"
"234","Elk",37.520967,-107.81775,2021,4,"HUMAN_OBSERVATION"
"235","Elk",39.72163,-105.210022,2021,4,"HUMAN_OBSERVATION"
"236","Elk",37.383737,-104.746564,2021,4,"HUMAN_OBSERVATION"
"237","Elk",39.984512,-107.814505,2021,4,"HUMAN_OBSERVATION"
"238","Elk",40.36554,-105.58532,2021,4,"HUMAN_OBSERVATION"
"239","Elk",38.997934,-105.550849,2021,4,"HUMAN_OBSERVATION"
"240","Elk",38.763979,-105.322025,2021,4,"HUMAN_OBSERVATION"
"241","Elk",39.728324,-105.248108,2021,4,"HUMAN_OBSERVATION"
"242","Elk",40.366497,-105.5596,2021,4,"HUMAN_OBSERVATION"
"243","Elk",40.343149,-105.683639,2021,4,"HUMAN_OBSERVATION"
"244","Elk",40.374838,-105.50438,2021,4,"HUMAN_OBSERVATION"
"245","Elk",40.395375,-105.512262,2021,5,"HUMAN_OBSERVATION"
"246","Elk",40.655429,-107.248868,2021,5,"HUMAN_OBSERVATION"
"247","Elk",40.65659,-107.252061,2021,5,"HUMAN_OBSERVATION"
"248","Elk",40.42438,-105.516797,2021,5,"HUMAN_OBSERVATION"
"249","Elk",39.364815,-105.400688,2021,5,"HUMAN_OBSERVATION"
"250","Elk",40.337986,-105.528871,2021,5,"HUMAN_OBSERVATION"
"251","Elk",40.401112,-105.631589,2021,5,"HUMAN_OBSERVATION"
"252","Elk",40.438995,-105.532717,2021,5,"HUMAN_OBSERVATION"
"253","Elk",39.718235,-105.239574,2021,5,"HUMAN_OBSERVATION"
"254","Elk",40.381106,-105.510695,2021,5,"HUMAN_OBSERVATION"
"255","Elk",40.397887,-105.109208,2021,5,"HUMAN_OBSERVATION"
"256","Elk",40.342513,-105.683639,2021,5,"HUMAN_OBSERVATION"
"257","Elk",39.947491,-105.422701,2021,5,"HUMAN_OBSERVATION"
"258","Elk",40.368373,-105.570677,2021,5,"HUMAN_OBSERVATION"
"259","Elk",40.374839,-105.504095,2021,5,"HUMAN_OBSERVATION"
"260","Elk",39.947504,-105.422698,2021,5,"HUMAN_OBSERVATION"
"261","Elk",40.390175,-105.620232,2021,5,"HUMAN_OBSERVATION"
"262","Elk",40.419166,-105.663612,2021,5,"HUMAN_OBSERVATION"
"263","Elk",39.73686,-105.299785,2021,5,"HUMAN_OBSERVATION"
"264","Elk",38.841858,-106.872469,2021,5,"HUMAN_OBSERVATION"
"265","Elk",40.342667,-105.581812,2021,5,"HUMAN_OBSERVATION"
"266","Elk",40.383596,-105.587521,2021,5,"HUMAN_OBSERVATION"
"267","Elk",40.35532,-105.616013,2021,5,"HUMAN_OBSERVATION"
"268","Elk",40.175836,-105.275681,2021,5,"HUMAN_OBSERVATION"
"269","Elk",40.368472,-105.533675,2021,5,"HUMAN_OBSERVATION"
"270","Elk",40.402389,-105.610615,2021,5,"HUMAN_OBSERVATION"
"271","Elk",40.356764,-105.601876,2021,5,"HUMAN_OBSERVATION"
"272","Elk",40.344533,-105.572197,2021,5,"HUMAN_OBSERVATION"
"273","Elk",40.355769,-105.598063,2021,5,"HUMAN_OBSERVATION"
"274","Elk",40.340528,-105.431,2021,5,"HUMAN_OBSERVATION"
"275","Elk",39.695586,-105.166969,2021,5,"HUMAN_OBSERVATION"
"276","Elk",40.363922,-105.584092,2021,5,"HUMAN_OBSERVATION"
"277","Elk",40.38372,-105.621513,2021,5,"HUMAN_OBSERVATION"
"278","Elk",40.369195,-105.567308,2021,5,"HUMAN_OBSERVATION"
"279","Elk",37.794545,-104.763655,2021,5,"HUMAN_OBSERVATION"
"280","Elk",40.353318,-105.587096,2021,5,"HUMAN_OBSERVATION"
"281","Elk",40.392758,-105.511842,2021,5,"HUMAN_OBSERVATION"
"282","Elk",40.370125,-105.475755,2021,5,"HUMAN_OBSERVATION"
"283","Elk",40.363085,-105.58395,2021,5,"HUMAN_OBSERVATION"
"284","Elk",40.973577,-106.577306,2021,5,"HUMAN_OBSERVATION"
"285","Elk",40.399762,-105.573662,2021,5,"HUMAN_OBSERVATION"
"286","Elk",40.357454,-105.613493,2021,5,"HUMAN_OBSERVATION"
"287","Elk",40.337368,-105.607297,2021,5,"HUMAN_OBSERVATION"
"288","Elk",40.401688,-105.586113,2021,5,"HUMAN_OBSERVATION"
"289","Elk",40.342772,-105.525033,2021,5,"HUMAN_OBSERVATION"
"290","Elk",40.350106,-105.606161,2021,5,"HUMAN_OBSERVATION"
"291","Elk",40.370303,-105.589822,2021,5,"HUMAN_OBSERVATION"
"292","Elk",40.403514,-105.592179,2021,5,"HUMAN_OBSERVATION"
"293","Elk",40.654223,-107.258502,2021,5,"HUMAN_OBSERVATION"
"294","Elk",40.357276,-105.700377,2021,6,"HUMAN_OBSERVATION"
"295","Elk",39.082778,-106.099053,2021,6,"HUMAN_OBSERVATION"
"296","Elk",40.264182,-105.831345,2021,6,"HUMAN_OBSERVATION"
"297","Elk",39.637863,-105.318488,2021,6,"HUMAN_OBSERVATION"
"298","Elk",39.637385,-105.312184,2021,6,"HUMAN_OBSERVATION"
"299","Elk",39.651169,-105.408638,2021,6,"HUMAN_OBSERVATION"
"300","Elk",40.400002,-105.610001,2021,6,"HUMAN_OBSERVATION"
"301","Elk",40.401763,-105.606273,2021,6,"HUMAN_OBSERVATION"
"302","Elk",39.68528,-105.360639,2021,6,"HUMAN_OBSERVATION"
"303","Elk",40.360633,-105.548758,2021,6,"HUMAN_OBSERVATION"
"304","Elk",40.33131,-105.679453,2021,6,"HUMAN_OBSERVATION"
"305","Elk",39.829274,-107.909435,2021,6,"HUMAN_OBSERVATION"
"306","Elk",40.340782,-105.727553,2021,6,"HUMAN_OBSERVATION"
"307","Elk",39.702113,-105.182463,2021,6,"HUMAN_OBSERVATION"
"308","Elk",40.383663,-105.516962,2021,6,"HUMAN_OBSERVATION"
"309","Elk",40.440275,-105.75219,2021,6,"HUMAN_OBSERVATION"
"310","Elk",40.344452,-105.720062,2021,6,"HUMAN_OBSERVATION"
"311","Elk",39.383538,-105.792907,2021,6,"HUMAN_OBSERVATION"
"312","Elk",39.391913,-105.820495,2021,6,"HUMAN_OBSERVATION"
"313","Elk",40.312838,-105.637,2021,6,"HUMAN_OBSERVATION"
"314","Elk",40.374607,-105.520493,2021,6,"HUMAN_OBSERVATION"
"315","Elk",40.364806,-105.850576,2021,6,"HUMAN_OBSERVATION"
"316","Elk",40.319145,-105.847563,2021,6,"HUMAN_OBSERVATION"
"317","Elk",40.310084,-105.665571,2021,6,"HUMAN_OBSERVATION"
"318","Elk",37.89543,-107.714163,2021,6,"HUMAN_OBSERVATION"
"319","Elk",40.392934,-105.847349,2021,6,"HUMAN_OBSERVATION"
"320","Elk",40.320369,-105.614288,2021,6,"HUMAN_OBSERVATION"
"321","Elk",40.004392,-107.824616,2021,6,"HUMAN_OBSERVATION"
"322","Elk",40.263251,-105.831648,2021,6,"HUMAN_OBSERVATION"
"323","Elk",40.284128,-105.665783,2021,6,"HUMAN_OBSERVATION"
"324","Elk",40.417148,-105.483323,2021,6,"HUMAN_OBSERVATION"
"325","Elk",40.40278,-105.612484,2021,6,"HUMAN_OBSERVATION"
"326","Elk",40.406712,-105.716513,2021,6,"HUMAN_OBSERVATION"
"327","Elk",40.362208,-105.855308,2021,6,"HUMAN_OBSERVATION"
"328","Elk",40.365271,-105.550471,2021,6,"HUMAN_OBSERVATION"
"329","Elk",40.373633,-105.853937,2021,6,"HUMAN_OBSERVATION"
"330","Elk",40.353355,-105.8574,2021,6,"HUMAN_OBSERVATION"
"331","Elk",40.142511,-105.104093,2021,6,"HUMAN_OBSERVATION"
"332","Elk",40.35336,-105.857414,2021,6,"HUMAN_OBSERVATION"
"333","Elk",40.28423,-105.665729,2021,6,"HUMAN_OBSERVATION"
"334","Elk",37.942847,-107.830235,2021,6,"HUMAN_OBSERVATION"
"335","Elk",40.349225,-105.567795,2021,6,"HUMAN_OBSERVATION"
"336","Elk",40.349362,-105.567345,2021,6,"HUMAN_OBSERVATION"
"337","Elk",40.406715,-105.627628,2021,6,"HUMAN_OBSERVATION"
"338","Elk",40.319662,-105.849083,2021,6,"HUMAN_OBSERVATION"
"339","Elk",38.895797,-107.214912,2021,6,"HUMAN_OBSERVATION"
"340","Elk",40.3565,-105.59738,2021,6,"HUMAN_OBSERVATION"
"341","Elk",40.2879,-105.84282,2021,6,"HUMAN_OBSERVATION"
"342","Elk",40.442432,-105.75277,2021,6,"HUMAN_OBSERVATION"
"343","Elk",40.3039,-105.844382,2021,6,"HUMAN_OBSERVATION"
"344","Elk",38.876337,-106.996925,2021,6,"HUMAN_OBSERVATION"
"345","Elk",40.352633,-105.857575,2021,6,"HUMAN_OBSERVATION"
"346","Elk",40.341978,-105.567053,2021,6,"HUMAN_OBSERVATION"
"347","Elk",40.37283,-105.523072,2021,6,"HUMAN_OBSERVATION"
"348","Elk",40.325763,-105.853325,2021,6,"HUMAN_OBSERVATION"
"349","Elk",40.325112,-105.853042,2021,6,"HUMAN_OBSERVATION"
"350","Elk",40.32603,-105.586342,2021,6,"HUMAN_OBSERVATION"
"351","Elk",40.424147,-105.808533,2021,6,"HUMAN_OBSERVATION"
"352","Elk",40.365027,-105.545135,2021,6,"HUMAN_OBSERVATION"
"353","Elk",40.352659,-105.857539,2021,6,"HUMAN_OBSERVATION"
"354","Elk",40.343786,-105.683639,2021,6,"HUMAN_OBSERVATION"
"355","Elk",40.389525,-105.521196,2021,6,"HUMAN_OBSERVATION"
"356","Elk",40.398751,-105.56979,2021,6,"HUMAN_OBSERVATION"
"357","Elk",40.368915,-105.591854,2021,6,"HUMAN_OBSERVATION"
"358","Elk",40.368795,-105.59187,2021,6,"HUMAN_OBSERVATION"
